Date,Open,High,Low,Close,Adj Close,Volume
1962-04-30,0.000000,0.208333,0.199074,0.199074,0.059748,432000
1962-05-01,0.000000,0.207176,0.199653,0.207176,0.062180,475200
1962-05-02,0.000000,0.210069,0.207755,0.208912,0.062701,475200
1962-05-03,0.000000,0.210069,0.210069,0.210069,0.063048,129600
1962-05-04,0.000000,0.212384,0.211227,0.212384,0.063743,345600
1962-05-07,0.000000,0.213542,0.211806,0.212963,0.063917,129600
1962-05-08,0.000000,0.214120,0.211227,0.211227,0.063396,259200
1962-05-09,0.000000,0.210069,0.210069,0.210069,0.063048,43200
1962-05-10,0.000000,0.206597,0.203704,0.205440,0.061659,259200
1962-05-11,0.000000,0.206597,0.203704,0.203704,0.061138,259200
1962-05-14,0.000000,0.204861,0.201968,0.204861,0.061485,518400
1962-05-15,0.000000,0.210648,0.207755,0.207755,0.062354,302400
1962-05-16,0.000000,0.207176,0.207176,0.207176,0.062180,43200
1962-05-17,0.000000,0.210648,0.208333,0.208333,0.062527,216000
1962-05-18,0.000000,0.207755,0.204861,0.204861,0.061485,259200
1962-05-21,0.000000,0.203704,0.202546,0.202546,0.060790,259200
1962-05-22,0.000000,0.204861,0.200231,0.200231,0.060268,432000
1962-05-23,0.000000,0.199653,0.194444,0.194444,0.058526,950400
1962-05-24,0.000000,0.194734,0.190394,0.192419,0.057917,1252800
1962-05-25,0.000000,0.192130,0.178241,0.180556,0.054346,907200
1962-05-28,0.000000,0.178819,0.164931,0.164931,0.049643,734400
1962-05-29,0.000000,0.174190,0.159722,0.173611,0.052256,1728000
1962-05-31,0.000000,0.185185,0.182870,0.182870,0.055042,1209600
1962-06-01,0.000000,0.185185,0.180556,0.185185,0.055739,648000
1962-06-04,0.000000,0.182870,0.175926,0.178241,0.053649,388800
1962-06-05,0.000000,0.177083,0.173611,0.173900,0.052343,777600
1962-06-06,0.000000,0.176505,0.173611,0.176505,0.053127,388800
1962-06-07,0.000000,0.178241,0.174769,0.177083,0.053301,259200
1962-06-08,0.000000,0.179398,0.177083,0.177662,0.053475,259200
1962-06-11,0.000000,0.178241,0.176505,0.176505,0.053127,172800
1962-06-12,0.000000,0.173611,0.165509,0.165509,0.049817,432000
1962-06-13,0.000000,0.167824,0.159722,0.159722,0.048075,864000
1962-06-14,0.000000,0.159144,0.151042,0.152199,0.045811,1036800
1962-06-15,0.000000,0.168981,0.152199,0.168981,0.050862,1468800
1962-06-18,0.000000,0.171296,0.164931,0.165509,0.049817,734400
1962-06-19,0.000000,0.163194,0.162037,0.162037,0.048772,172800
1962-06-20,0.000000,0.168981,0.160880,0.166667,0.050165,388800
1962-06-21,0.000000,0.163194,0.158565,0.159722,0.048075,604800
1962-06-22,0.000000,0.163194,0.160301,0.160590,0.048336,950400
1962-06-25,0.000000,0.165509,0.159144,0.165509,0.049817,1382400
1962-06-26,0.000000,0.170139,0.164931,0.164931,0.049643,734400
1962-06-27,0.000000,0.165509,0.162037,0.162037,0.048772,648000
1962-06-28,0.000000,0.170139,0.162037,0.170139,0.051210,864000
1962-06-29,0.000000,0.182292,0.174190,0.179688,0.054085,734400
1962-07-02,0.000000,0.182292,0.176505,0.182292,0.054868,7387200
1962-07-03,0.000000,0.181713,0.178241,0.181713,0.054694,604800
1962-07-05,0.000000,0.182292,0.179398,0.182292,0.054868,259200
1962-07-06,0.000000,0.180556,0.174769,0.174769,0.052604,302400
1962-07-09,0.000000,0.177083,0.177083,0.177083,0.053301,43200
1962-07-10,0.000000,0.184028,0.178241,0.178241,0.053649,993600
1962-07-11,0.000000,0.175926,0.172454,0.174190,0.052430,820800
1962-07-12,0.000000,0.181134,0.175926,0.178819,0.053823,561600
1962-07-13,0.000000,0.181134,0.175926,0.181134,0.054520,432000
1962-07-16,0.000000,0.178819,0.177662,0.177662,0.053475,259200
1962-07-17,0.000000,0.177662,0.177662,0.177662,0.053475,129600
1962-07-18,0.000000,0.175347,0.174190,0.174190,0.052430,172800
1962-07-19,0.000000,0.173611,0.172454,0.172454,0.051907,86400
1962-07-20,0.000000,0.173032,0.172454,0.172454,0.051907,216000
1962-07-23,0.000000,0.173032,0.170718,0.170718,0.051385,172800
1962-07-24,0.000000,0.170139,0.163194,0.163194,0.049120,561600
1962-07-25,0.000000,0.172454,0.164352,0.164352,0.049469,172800
1962-07-26,0.000000,0.169560,0.166088,0.169560,0.051036,345600
1962-07-27,0.000000,0.170139,0.168981,0.169560,0.051036,518400
1962-07-30,0.000000,0.168981,0.167824,0.168981,0.050862,129600
1962-07-31,0.000000,0.172743,0.171296,0.172743,0.051994,388800
1962-08-01,0.000000,0.174190,0.172454,0.172454,0.051907,518400
1962-08-02,0.000000,0.173611,0.172454,0.172454,0.051907,86400
1962-08-03,0.000000,0.171875,0.165509,0.165509,0.049817,475200
1962-08-06,0.000000,0.164352,0.162037,0.164352,0.049469,388800
1962-08-07,0.000000,0.162616,0.162037,0.162616,0.048946,129600
1962-08-08,0.000000,0.170139,0.164931,0.168981,0.050862,604800
1962-08-09,0.000000,0.170718,0.168981,0.168981,0.050862,259200
1962-08-10,0.000000,0.173611,0.168981,0.170139,0.051210,1036800
1962-08-13,0.000000,0.170718,0.168981,0.168981,0.050862,172800
1962-08-14,0.000000,0.168981,0.167245,0.167245,0.050339,172800
1962-08-15,0.000000,0.170139,0.168981,0.170139,0.051210,86400
1962-08-16,0.000000,0.168981,0.168692,0.168981,0.050862,129600
1962-08-17,0.000000,0.169560,0.168981,0.169560,0.051036,86400
1962-08-20,0.000000,0.170139,0.168403,0.168403,0.050688,259200
1962-08-21,0.000000,0.168981,0.166667,0.166667,0.050339,129600
1962-08-22,0.000000,0.169560,0.166088,0.169560,0.051212,302400
1962-08-23,0.000000,0.168981,0.167245,0.168981,0.051037,216000
1962-08-24,0.000000,0.168403,0.167245,0.167245,0.050513,129600
1962-08-27,0.000000,0.166667,0.163194,0.163194,0.049290,518400
1962-08-28,0.000000,0.162616,0.162037,0.162616,0.049115,172800
1962-08-29,0.000000,0.162326,0.162326,0.162326,0.049027,43200
1962-08-30,0.000000,0.163773,0.162326,0.162326,0.049027,259200
1962-08-31,0.000000,0.163773,0.163194,0.163773,0.049464,86400
1962-09-04,0.000000,0.166667,0.163773,0.164352,0.049639,432000
1962-09-05,0.000000,0.163773,0.162037,0.162037,0.048940,388800
1962-09-06,0.000000,0.163773,0.162326,0.163773,0.049464,129600
1962-09-07,0.000000,0.163773,0.163194,0.163773,0.049464,172800
1962-09-10,0.000000,0.164352,0.160301,0.164352,0.049639,518400
1962-09-11,0.000000,0.162616,0.162037,0.162037,0.048940,216000
1962-09-12,0.000000,0.164931,0.162037,0.164931,0.049814,604800
1962-09-13,0.000000,0.163194,0.163194,0.163194,0.049290,43200
1962-09-14,0.000000,0.164352,0.163194,0.163194,0.049290,216000
1962-09-17,0.000000,0.162616,0.162037,0.162326,0.049027,475200
1962-09-18,0.000000,0.163194,0.162037,0.163194,0.049290,129600
1962-09-19,0.000000,0.166088,0.162037,0.166088,0.050164,388800
1962-09-20,0.000000,0.166088,0.164352,0.166088,0.050164,172800
1962-09-21,0.000000,0.165509,0.164352,0.164352,0.049639,432000
1962-09-24,0.000000,0.164063,0.162037,0.162326,0.049027,388800
1962-09-25,0.000000,0.162616,0.160880,0.162616,0.049115,216000
1962-09-26,0.000000,0.160880,0.160012,0.160012,0.048328,129600
1962-09-27,0.000000,0.159722,0.157407,0.157407,0.047542,302400
1962-09-28,0.000000,0.159144,0.157407,0.159144,0.048066,0
1962-10-01,0.000000,0.157407,0.157407,0.157407,0.047542,259200
1962-10-02,0.000000,0.157986,0.157986,0.157986,0.047717,129600
1962-10-03,0.000000,0.158565,0.158565,0.158565,0.047891,43200
1962-10-04,0.000000,0.159722,0.158565,0.159144,0.048066,129600
1962-10-05,0.000000,0.160590,0.157986,0.157986,0.047717,172800
1962-10-08,0.000000,0.158565,0.158565,0.158565,0.047891,43200
1962-10-09,0.000000,0.160590,0.157986,0.160590,0.048503,216000
1962-10-10,0.000000,0.160880,0.159722,0.159722,0.048241,129600
1962-10-11,0.000000,0.159144,0.157407,0.157407,0.047542,345600
1962-10-12,0.000000,0.158565,0.157697,0.158565,0.047891,129600
1962-10-15,0.000000,0.158565,0.158565,0.158565,0.047891,0
1962-10-16,0.000000,0.159722,0.158565,0.159144,0.048066,475200
1962-10-17,0.000000,0.159144,0.158565,0.158565,0.047891,216000
1962-10-18,0.000000,0.157986,0.157986,0.157986,0.047717,129600
1962-10-19,0.000000,0.157407,0.152199,0.152778,0.046144,777600
1962-10-22,0.000000,0.150463,0.148148,0.149884,0.045270,388800
1962-10-23,0.000000,0.148727,0.142361,0.142361,0.042997,604800
1962-10-24,0.000000,0.148148,0.142361,0.148148,0.044745,259200
1962-10-25,0.000000,0.146991,0.146412,0.146991,0.044396,86400
1962-10-26,0.000000,0.148148,0.148148,0.148148,0.044745,172800
1962-10-29,0.000000,0.152778,0.151620,0.152778,0.046144,302400
1962-10-30,0.000000,0.157697,0.154514,0.157697,0.047629,216000
1962-10-31,0.000000,0.160301,0.157407,0.157407,0.047542,518400
1962-11-01,0.000000,0.157407,0.155093,0.157407,0.047542,172800
1962-11-02,0.000000,0.159722,0.158565,0.159722,0.048241,518400
1962-11-05,0.000000,0.160880,0.158565,0.158565,0.047891,216000
1962-11-07,0.000000,0.159722,0.156250,0.156250,0.047192,388800
1962-11-08,0.000000,0.160301,0.156250,0.160301,0.048416,691200
1962-11-09,0.000000,0.161458,0.161458,0.161458,0.048765,43200
1962-11-12,0.000000,0.163194,0.162037,0.163194,0.049290,475200
1962-11-13,0.000000,0.167245,0.164352,0.164352,0.049639,1209600
1962-11-14,0.000000,0.164352,0.164352,0.164352,0.049639,691200
1962-11-15,0.000000,0.163194,0.160880,0.160880,0.048591,388800
1962-11-16,0.000000,0.160012,0.158565,0.160012,0.048328,302400
1962-11-19,0.000000,0.160590,0.160301,0.160590,0.048503,216000
1962-11-20,0.000000,0.160880,0.160880,0.160880,0.048591,129600
1962-11-21,0.000000,0.161748,0.159144,0.161748,0.049029,475200
1962-11-23,0.000000,0.163773,0.160012,0.162616,0.049292,345600
1962-11-26,0.000000,0.167245,0.163194,0.166667,0.050520,1252800
1962-11-27,0.000000,0.168981,0.167824,0.168981,0.051222,691200
1962-11-28,0.000000,0.175347,0.168403,0.174190,0.052801,907200
1962-11-29,0.000000,0.174769,0.171875,0.173611,0.052625,561600
1962-11-30,0.000000,0.173611,0.171875,0.173611,0.052625,864000
1962-12-03,0.000000,0.173032,0.170718,0.170718,0.051748,432000
1962-12-04,0.000000,0.172454,0.170718,0.171875,0.052099,216000
1962-12-05,0.000000,0.174479,0.171875,0.171875,0.052099,475200
1962-12-06,0.000000,0.173032,0.171296,0.172454,0.052274,388800
1962-12-07,0.000000,0.174769,0.171875,0.174769,0.052976,388800
1962-12-10,0.000000,0.175347,0.172454,0.172454,0.052274,302400
1962-12-11,0.000000,0.171296,0.171296,0.171296,0.051923,302400
1962-12-12,0.000000,0.173611,0.172454,0.173032,0.052450,518400
1962-12-13,0.000000,0.171875,0.171296,0.171296,0.051923,432000
1962-12-14,0.000000,0.173611,0.171296,0.173611,0.052625,561600
1962-12-17,0.000000,0.173611,0.171296,0.171296,0.051923,561600
1962-12-18,0.000000,0.171296,0.169560,0.170718,0.051748,691200
1962-12-19,0.000000,0.173611,0.169560,0.173611,0.052625,518400
1962-12-20,0.000000,0.173322,0.171875,0.173322,0.052538,216000
1962-12-21,0.000000,0.173611,0.171296,0.171296,0.051923,259200
1962-12-24,0.000000,0.171875,0.171296,0.171875,0.052099,259200
1962-12-26,0.000000,0.173611,0.171875,0.171875,0.052099,388800
1962-12-27,0.000000,0.173322,0.171875,0.172454,0.052274,259200
1962-12-28,0.000000,0.173032,0.171296,0.173032,0.052450,604800
1962-12-31,0.000000,0.171875,0.169560,0.169560,0.051397,216000
1963-01-02,0.000000,0.173032,0.170139,0.173032,0.052450,518400
1963-01-03,0.000000,0.172454,0.170718,0.171875,0.052099,777600
1963-01-04,0.000000,0.177662,0.173322,0.177662,0.053853,648000
1963-01-07,0.000000,0.179398,0.177662,0.179398,0.054379,345600
1963-01-08,0.000000,0.180556,0.178241,0.178241,0.054029,518400
1963-01-09,0.000000,0.179398,0.178241,0.178241,0.054029,302400
1963-01-10,0.000000,0.178241,0.177083,0.177083,0.053678,216000
1963-01-11,0.000000,0.178241,0.175926,0.178241,0.054029,518400
1963-01-14,0.000000,0.179398,0.178241,0.178241,0.054029,259200
1963-01-15,0.000000,0.178241,0.177662,0.177662,0.053853,302400
1963-01-16,0.000000,0.179109,0.178241,0.178241,0.054029,345600
1963-01-17,0.000000,0.179398,0.178241,0.178241,0.054029,604800
1963-01-18,0.000000,0.181134,0.178819,0.179398,0.054379,345600
1963-01-21,0.000000,0.181134,0.179398,0.181134,0.054906,388800
1963-01-22,0.000000,0.181134,0.179977,0.180266,0.054642,561600
1963-01-23,0.000000,0.181713,0.180556,0.181713,0.055081,432000
1963-01-24,0.000000,0.186921,0.181713,0.186921,0.056660,1339200
1963-01-25,0.000000,0.189525,0.183449,0.183449,0.055607,1339200
1963-01-28,0.000000,0.188079,0.184606,0.187500,0.056835,691200
1963-01-29,0.000000,0.188657,0.186921,0.187500,0.056835,432000
1963-01-30,0.000000,0.188079,0.187500,0.187500,0.056835,86400
1963-01-31,0.000000,0.188079,0.186343,0.186921,0.056660,388800
1963-02-01,0.000000,0.189236,0.187500,0.188079,0.057011,604800
1963-02-04,0.000000,0.189236,0.189236,0.189236,0.057361,86400
1963-02-05,0.000000,0.188657,0.187500,0.187500,0.056835,216000
1963-02-06,0.000000,0.189815,0.188657,0.189815,0.057537,518400
1963-02-07,0.000000,0.190394,0.189236,0.189815,0.057537,259200
1963-02-08,0.000000,0.189525,0.188657,0.189525,0.057449,259200
1963-02-11,0.000000,0.189236,0.189236,0.189236,0.057361,43200
1963-02-12,0.000000,0.188079,0.186343,0.187500,0.056835,216000
1963-02-13,0.000000,0.188368,0.187500,0.187500,0.056835,302400
1963-02-14,0.000000,0.189236,0.188079,0.188079,0.057011,302400
1963-02-15,0.000000,0.188079,0.188079,0.188079,0.057011,129600
1963-02-18,0.000000,0.188657,0.187789,0.188657,0.057186,172800
1963-02-19,0.000000,0.187500,0.186921,0.187500,0.057080,172800
1963-02-20,0.000000,0.187500,0.187500,0.187500,0.057080,345600
1963-02-21,0.000000,0.188368,0.187500,0.188368,0.057345,129600
1963-02-25,0.000000,0.188657,0.188079,0.188079,0.057257,172800
1963-02-26,0.000000,0.189815,0.188657,0.189815,0.057785,475200
1963-02-27,0.000000,0.193287,0.189236,0.190972,0.058137,388800
1963-02-28,0.000000,0.190394,0.189815,0.189815,0.057785,86400
1963-03-01,0.000000,0.188079,0.185185,0.185185,0.056376,216000
1963-03-04,0.000000,0.185764,0.184028,0.185764,0.056552,216000
1963-03-05,0.000000,0.185764,0.185764,0.185764,0.056552,86400
1963-03-06,0.000000,0.184317,0.184028,0.184317,0.056111,86400
1963-03-07,0.000000,0.184606,0.184028,0.184028,0.056023,129600
1963-03-08,0.000000,0.184606,0.183449,0.183449,0.055847,216000
1963-03-11,0.000000,0.184606,0.182870,0.182870,0.055671,172800
1963-03-12,0.000000,0.185185,0.184028,0.184028,0.056023,172800
1963-03-13,0.000000,0.186921,0.185764,0.186921,0.056904,259200
1963-03-14,0.000000,0.186921,0.185185,0.185764,0.056552,518400
1963-03-15,0.000000,0.189815,0.186343,0.189815,0.057785,777600
1963-03-18,0.000000,0.190394,0.188657,0.190394,0.057961,302400
1963-03-19,0.000000,0.189815,0.187500,0.187500,0.057080,216000
1963-03-20,0.000000,0.189815,0.188657,0.189236,0.057609,302400
1963-03-21,0.000000,0.190394,0.188079,0.188079,0.057257,172800
1963-03-22,0.000000,0.189236,0.186921,0.186921,0.056904,604800
1963-03-25,0.000000,0.186343,0.185185,0.185185,0.056376,388800
1963-03-26,0.000000,0.187500,0.185764,0.187500,0.057080,259200
1963-03-27,0.000000,0.192130,0.188657,0.190972,0.058137,691200
1963-03-28,0.000000,0.192130,0.190972,0.190972,0.058137,129600
1963-03-29,0.000000,0.191551,0.190394,0.190394,0.057961,129600
1963-04-01,0.000000,0.191551,0.190972,0.190972,0.058137,129600
1963-04-02,0.000000,0.192130,0.191262,0.192130,0.058490,604800
1963-04-03,0.000000,0.192130,0.191551,0.192130,0.058490,777600
1963-04-04,0.000000,0.192130,0.192130,0.192130,0.058490,345600
1963-04-05,0.000000,0.192130,0.191551,0.191551,0.058314,345600
1963-04-08,0.000000,0.192130,0.190972,0.190972,0.058137,216000
1963-04-09,0.000000,0.191551,0.190394,0.191551,0.058314,345600
1963-04-10,0.000000,0.190104,0.188657,0.189236,0.057609,302400
1963-04-11,0.000000,0.189236,0.188368,0.188657,0.057433,216000
1963-04-15,0.000000,0.188079,0.186343,0.186343,0.056728,259200
1963-04-16,0.000000,0.187500,0.187500,0.187500,0.057080,129600
1963-04-17,0.000000,0.186921,0.184606,0.184606,0.056199,691200
1963-04-18,0.000000,0.184606,0.183449,0.184028,0.056023,604800
1963-04-19,0.000000,0.185185,0.182292,0.185185,0.056376,777600
1963-04-22,0.000000,0.185185,0.180556,0.181713,0.055319,648000
1963-04-23,0.000000,0.186343,0.182870,0.186343,0.056728,2419200
1963-04-24,0.000000,0.186343,0.185185,0.185185,0.056376,518400
1963-04-25,0.000000,0.187211,0.184606,0.187211,0.056992,820800
1963-04-26,0.000000,0.189815,0.187500,0.189815,0.057785,432000
1963-04-29,0.000000,0.193287,0.189815,0.193287,0.058842,388800
1963-04-30,0.000000,0.195023,0.192708,0.192708,0.058666,475200
1963-05-01,0.000000,0.193576,0.190972,0.190972,0.058137,259200
1963-05-02,0.000000,0.192130,0.191840,0.191840,0.058402,388800
1963-05-03,0.000000,0.190972,0.187500,0.189815,0.057785,518400
1963-05-06,0.000000,0.190394,0.189815,0.189815,0.057785,216000
1963-05-07,0.000000,0.190394,0.189815,0.190394,0.057961,216000
1963-05-08,0.000000,0.189236,0.187789,0.188079,0.057257,302400
1963-05-09,0.000000,0.190972,0.188657,0.190972,0.058137,1252800
1963-05-10,0.000000,0.190394,0.189236,0.189815,0.057785,561600
1963-05-13,0.000000,0.189815,0.189236,0.189815,0.057785,259200
1963-05-14,0.000000,0.195891,0.192130,0.195602,0.059547,734400
1963-05-15,0.000000,0.200810,0.195891,0.200810,0.061132,993600
1963-05-16,0.000000,0.206019,0.203704,0.203704,0.062013,1209600
1963-05-17,0.000000,0.207176,0.201389,0.207176,0.063070,777600
1963-05-20,0.000000,0.208333,0.206019,0.208044,0.063334,820800
1963-05-21,0.000000,0.209491,0.206019,0.206597,0.063069,864000
1963-05-22,0.000000,0.208333,0.207176,0.207176,0.063246,432000
1963-05-23,0.000000,0.207176,0.206308,0.206308,0.062981,86400
1963-05-24,0.000000,0.204282,0.199074,0.199074,0.060773,691200
1963-05-27,0.000000,0.197338,0.195023,0.195023,0.059536,604800
1963-05-28,0.000000,0.198495,0.196759,0.198495,0.060596,129600
1963-05-29,0.000000,0.200231,0.199653,0.200231,0.061126,216000
1963-05-31,0.000000,0.202257,0.200810,0.201968,0.061656,302400
1963-06-03,0.000000,0.202546,0.201389,0.201389,0.061480,172800
1963-06-04,0.000000,0.204861,0.201968,0.201968,0.061656,345600
1963-06-05,0.000000,0.203704,0.201968,0.201968,0.061656,129600
1963-06-06,0.000000,0.202546,0.202546,0.202546,0.061833,86400
1963-06-07,0.000000,0.203125,0.201968,0.203125,0.062010,302400
1963-06-10,0.000000,0.204861,0.202546,0.204282,0.062363,302400
1963-06-11,0.000000,0.205729,0.204282,0.204282,0.062363,475200
1963-06-12,0.000000,0.204861,0.204282,0.204572,0.062451,129600
1963-06-13,0.000000,0.206597,0.203704,0.206019,0.062893,907200
1963-06-14,0.000000,0.207465,0.206887,0.207465,0.063334,259200
1963-06-17,0.000000,0.206019,0.206019,0.206019,0.062893,86400
1963-06-18,0.000000,0.207755,0.206597,0.206597,0.063069,216000
1963-06-19,0.000000,0.207465,0.207176,0.207176,0.063246,172800
1963-06-20,0.000000,0.206597,0.201968,0.204861,0.062540,648000
1963-06-21,0.000000,0.207176,0.206019,0.207176,0.063246,345600
1963-06-24,0.000000,0.206019,0.204861,0.204861,0.062540,172800
1963-06-25,0.000000,0.204861,0.203993,0.203993,0.062275,259200
1963-06-26,0.000000,0.203125,0.201389,0.201389,0.061480,259200
1963-06-27,0.000000,0.200231,0.197338,0.197338,0.060243,302400
1963-06-28,0.000000,0.201968,0.199074,0.201968,0.061656,302400
1963-07-01,0.000000,0.201389,0.199074,0.199074,0.060773,259200
1963-07-02,0.000000,0.197917,0.197917,0.197917,0.060420,129600
1963-07-03,0.000000,0.199653,0.197338,0.198495,0.060596,345600
1963-07-05,0.000000,0.201389,0.199942,0.200231,0.061126,259200
1963-07-08,0.000000,0.201389,0.199074,0.201389,0.061480,129600
1963-07-09,0.000000,0.202546,0.202546,0.202546,0.061833,43200
1963-07-10,0.000000,0.201968,0.201389,0.201389,0.061480,86400
1963-07-11,0.000000,0.202546,0.200810,0.202546,0.061833,129600
1963-07-12,0.000000,0.201389,0.200231,0.200231,0.061126,216000
1963-07-15,0.000000,0.203125,0.201968,0.201968,0.061656,129600
1963-07-16,0.000000,0.202546,0.200810,0.202546,0.061833,216000
1963-07-17,0.000000,0.201389,0.201389,0.201389,0.061480,86400
1963-07-18,0.000000,0.201389,0.200231,0.200231,0.061126,172800
1963-07-19,0.000000,0.199653,0.197917,0.197917,0.060420,172800
1963-07-22,0.000000,0.196759,0.193866,0.193866,0.059183,259200
1963-07-23,0.000000,0.196181,0.192708,0.194444,0.059359,302400
1963-07-24,0.000000,0.195023,0.195023,0.195023,0.059536,129600
1963-07-25,0.000000,0.196759,0.196759,0.196759,0.060066,43200
1963-07-26,0.000000,0.195602,0.195602,0.195602,0.059713,172800
1963-07-29,0.000000,0.198495,0.197338,0.198495,0.060596,129600
1963-07-30,0.000000,0.201968,0.200231,0.201968,0.061656,388800
